junction,period_date,actual_risk,predicted_risk,risk_score,is_error,is_dangerous_underprediction,probabilities,accidents_lag_1,accidents_rolling_mean_3
Jhansi Rani Square,2025-09-01,LOW,MEDIUM,32.31,True,False,"{""LOW"": 0.1748, ""MEDIUM"": 0.7271, ""HIGH"": 0.098, ""CRITICAL"": 0.0}",6.0,5.667
Jhansi Rani Square,2025-10-01,MEDIUM,MEDIUM,42.95,False,False,"{""LOW"": 0.062, ""MEDIUM"": 0.6621, ""HIGH"": 0.2604, ""CRITICAL"": 0.0155}",7.0,6.0
Jhansi Rani Square,2025-11-01,MEDIUM,MEDIUM,31.73,False,False,"{""LOW"": 0.1191, ""MEDIUM"": 0.8553, ""HIGH"": 0.0256, ""CRITICAL"": 0.0}",6.0,6.333
Jhansi Rani Square,2025-12-01,HIGH,MEDIUM,43.44,True,True,"{""LOW"": 0.0663, ""MEDIUM"": 0.6523, ""HIGH"": 0.2512, ""CRITICAL"": 0.0303}",8.0,7.0
KDK College Chowk,2025-01-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
KDK College Chowk,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
KDK College Chowk,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
KDK College Chowk,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
KDK College Chowk,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
KDK College Chowk,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
KDK College Chowk,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
KDK College Chowk,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
KDK College Chowk,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
KDK College Chowk,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
KDK College Chowk,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
KDK College Chowk,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Kalamna Market Chowk,2025-01-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Kalamna Market Chowk,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Kalamna Market Chowk,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Kalamna Market Chowk,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Kalamna Market Chowk,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Kalamna Market Chowk,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Kalamna Market Chowk,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Kalamna Market Chowk,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Kalamna Market Chowk,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Kalamna Market Chowk,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Kalamna Market Chowk,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Kalamna Market Chowk,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Khamla Square,2025-01-01,LOW,LOW,1.07,False,False,"{""LOW"": 0.9693, ""MEDIUM"": 0.0307, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Khamla Square,2025-02-01,LOW,LOW,0.85,False,False,"{""LOW"": 0.9756, ""MEDIUM"": 0.0244, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",1.0,1.0
Khamla Square,2025-03-01,LOW,LOW,0.44,False,False,"{""LOW"": 0.9875, ""MEDIUM"": 0.0125, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",1.0,1.0
Khamla Square,2025-04-01,LOW,LOW,0.44,False,False,"{""LOW"": 0.9875, ""MEDIUM"": 0.0125, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",1.0,1.0
Khamla Square,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.667
Khamla Square,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.333
Khamla Square,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Khamla Square,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Khamla Square,2025-09-01,LOW,LOW,0.66,False,False,"{""LOW"": 0.9812, ""MEDIUM"": 0.0188, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Khamla Square,2025-10-01,LOW,LOW,0.66,False,False,"{""LOW"": 0.9812, ""MEDIUM"": 0.0188, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",1.0,0.333
Khamla Square,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.333
Khamla Square,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.333
Krida Chowk,2025-01-01,LOW,LOW,0.37,False,False,"{""LOW"": 0.9894, ""MEDIUM"": 0.0106, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Krida Chowk,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Krida Chowk,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Krida Chowk,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Krida Chowk,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Krida Chowk,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Krida Chowk,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Krida Chowk,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Krida Chowk,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Krida Chowk,2025-10-01,LOW,LOW,0.2,False,False,"{""LOW"": 0.9944, ""MEDIUM"": 0.0056, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Krida Chowk,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Krida Chowk,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
LIC Chowk,2025-01-01,HIGH,HIGH,53.46,False,False,"{""LOW"": 0.0711, ""MEDIUM"": 0.4068, ""HIGH"": 0.4327, ""CRITICAL"": 0.0893}",0.0,0.0
LIC Chowk,2025-02-01,MEDIUM,HIGH,62.49,True,False,"{""LOW"": 0.0022, ""MEDIUM"": 0.2838, ""HIGH"": 0.628, ""CRITICAL"": 0.086}",14.0,14.0
LIC Chowk,2025-03-01,CRITICAL,HIGH,67.96,True,False,"{""LOW"": 0.0069, ""MEDIUM"": 0.1293, ""HIGH"": 0.7649, ""CRITICAL"": 0.0989}",19.0,16.5
LIC Chowk,2025-04-01,MEDIUM,MEDIUM,51.3,False,False,"{""LOW"": 0.0307, ""MEDIUM"": 0.4856, ""HIGH"": 0.4688, ""CRITICAL"": 0.0149}",14.0,15.667
LIC Chowk,2025-05-01,HIGH,HIGH,69.21,False,False,"{""LOW"": 0.0, ""MEDIUM"": 0.0778, ""HIGH"": 0.8573, ""CRITICAL"": 0.0648}",19.0,17.333
LIC Chowk,2025-06-01,CRITICAL,HIGH,66.63,True,False,"{""LOW"": 0.0, ""MEDIUM"": 0.1622, ""HIGH"": 0.7606, ""CRITICAL"": 0.0771}",10.0,14.333
LIC Chowk,2025-07-01,CRITICAL,HIGH,63.06,True,False,"{""LOW"": 0.0003, ""MEDIUM"": 0.2335, ""HIGH"": 0.7245, ""CRITICAL"": 0.0417}",18.0,15.667
LIC Chowk,2025-08-01,CRITICAL,HIGH,65.94,True,False,"{""LOW"": 0.0002, ""MEDIUM"": 0.177, ""HIGH"": 0.7511, ""CRITICAL"": 0.0717}",18.0,15.333
LIC Chowk,2025-09-01,CRITICAL,HIGH,68.4,True,False,"{""LOW"": 0.0, ""MEDIUM"": 0.1007, ""HIGH"": 0.8353, ""CRITICAL"": 0.064}",14.0,16.667
LIC Chowk,2025-10-01,MEDIUM,HIGH,64.01,True,False,"{""LOW"": 0.0, ""MEDIUM"": 0.1756, ""HIGH"": 0.8193, ""CRITICAL"": 0.0051}",23.0,18.333
LIC Chowk,2025-11-01,HIGH,HIGH,58.74,False,False,"{""LOW"": 0.0, ""MEDIUM"": 0.326, ""HIGH"": 0.6688, ""CRITICAL"": 0.0051}",23.0,20.0
LIC Chowk,2025-12-01,CRITICAL,HIGH,63.49,True,False,"{""LOW"": 0.0, ""MEDIUM"": 0.1984, ""HIGH"": 0.787, ""CRITICAL"": 0.0146}",16.0,20.667
Law College Square,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Law College Square,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Law College Square,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Law College Square,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Law College Square,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Law College Square,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Law College Square,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Law College Square,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Law College Square,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Law College Square,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Law College Square,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Law College Square,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Manewada Square,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Manewada Square,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Manewada Square,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Manewada Square,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Manewada Square,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Manewada Square,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Manewada Square,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Manewada Square,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Manewada Square,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Manewada Square,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Manewada Square,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Manewada Square,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Mate Square,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Mate Square,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Mate Square,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Mate Square,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Mate Square,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Mate Square,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Mate Square,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Mate Square,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Mate Square,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Mate Square,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Mate Square,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Mate Square,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Medical Square,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Medical Square,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Medical Square,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Medical Square,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Medical Square,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Medical Square,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Medical Square,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Medical Square,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Medical Square,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Medical Square,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Medical Square,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Medical Square,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Nandanvan Main Square,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Nandanvan Main Square,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Nandanvan Main Square,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Nandanvan Main Square,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Nandanvan Main Square,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Nandanvan Main Square,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Nandanvan Main Square,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Nandanvan Main Square,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Nandanvan Main Square,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Nandanvan Main Square,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Nandanvan Main Square,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Nandanvan Main Square,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Omkar Nagar Square,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Omkar Nagar Square,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Omkar Nagar Square,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Omkar Nagar Square,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Omkar Nagar Square,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Omkar Nagar Square,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Omkar Nagar Square,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Omkar Nagar Square,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Omkar Nagar Square,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Omkar Nagar Square,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Omkar Nagar Square,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Omkar Nagar Square,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pardi Naka,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pardi Naka,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pardi Naka,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pardi Naka,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pardi Naka,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pardi Naka,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pardi Naka,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
